trans,date,pono,outgono,qty,amount,refno,time,user,supplier,suppcode,remark,purposed,purpose
103383,28-Mar-19,869834,0,328,40711.63,0000000154,21:36:34,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103395,30-Mar-19,158150,0,1060,62099.36,0000000166,21:18:47,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103400,01-Mar-19,869806,0,70,10333.5,0000000171,16:55:05,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103433,04-Apr-19,869843,0,450,52278.2,0000000203,00:17:32,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103434,04-Apr-19,869843,0,20,2991,0000000204,00:36:49,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103482,11-Apr-19,931845,0,370,49112.4,0000000252,23:32:41,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
103656,25-Apr-19,935507,0,317,39386.3,0000000423,18:14:41,MARCIAL,EBG ENTERPRISES,0609,,TO DISPLAY AREA,7
102786,10-Jan-19,1102019,0,147,1503.6,0000052374,23:20:23,MARCIAL,ECO GIFT,0477,,WAREHOUSE DELIVERIES,1
103159,07-Mar-19,3072019,0,84,315,0000001946,21:35:55,MARY GRACE M.,ECO GIFT,0477,,TO DISPLAY AREA,7
103224,13-Mar-19,3132019,0,132,2376,0000002011,17:00:49,MARY GRACE M.,ECO GIFT,0477,,TO DISPLAY AREA,7
103250,13-Mar-19,3132019,0,50,3625,0000000023,17:52:52,MARCIAL,EDTES TRONCALES TRADING,0460,,TO DISPLAY AREA,7
103502,11-Apr-19,4112019,0,114,1842,0000000272,19:31:46,MARCIAL,EDTES TRONCALES TRADING,0460,,TO DISPLAY AREA,7
103218,16-Mar-19,3162019,0,2000,87500,0000002005,15:28:02,MARCIAL,EMMY LOU M. MISTA,0567,,TO DISPLAY AREA,7
102761,09-Jan-19,1092018,0,296,3928,0000001574,18:12:16,MARCIAL,ENRIQUEZ MULTI-SALES,0531,,TO DISPLAY AREA,7
102889,24-Jan-19,1242019,0,200,2200,0000001696,23:23:09,MARCIAL,ENRIQUEZ MULTI-SALES,0531,,TO DISPLAY AREA,7
103041,14-Feb-19,2142019,0,120,1320,0000001834,18:14:37,MARCIAL,ENRIQUEZ MULTI-SALES,0531,,TO DISPLAY AREA,7
103175,07-Mar-19,3072019,0,296,3928,0000001962,00:19:46,MARCIAL,ENRIQUEZ MULTI-SALES,0531,,TO DISPLAY AREA,7
103442,04-Apr-19,4042019,0,200,2200,0000000212,18:44:24,MARCIAL,ENRIQUEZ MULTI-SALES,0531,,TO DISPLAY AREA,7
103501,11-Apr-19,4112019,0,116,2708,0000000271,19:21:57,MARCIAL,ENRIQUEZ MULTI-SALES,0531,,TO DISPLAY AREA,7
103058,09-Feb-19,498793,0,300,32112,0000001851,23:03:03,MARCIAL,"EVER BILENA COSMETICS, INC.",0661,,TO DISPLAY AREA,7
103059,09-Feb-19,498791,0,360,32211,0000001852,23:28:12,MARCIAL,"EVER BILENA COSMETICS, INC.",0661,,TO DISPLAY AREA,7
103060,09-Feb-19,498790,0,444,50778,0000001853,23:34:29,MARCIAL,"EVER BILENA COSMETICS, INC.",0661,,TO DISPLAY AREA,7
103073,09-Feb-19,498793,0,12,1485,0000052394,21:06:48,MARCIAL,"EVER BILENA COSMETICS, INC.",0661,,WAREHOUSE DELIVERIES,1
103074,09-Feb-19,498791,0,36,5265,0000001866,21:07:36,MARCIAL,"EVER BILENA COSMETICS, INC.",0661,,TO DISPLAY AREA,7
103081,09-Feb-19,498790,0,36,4320,0000001873,22:43:06,MARCIAL,"EVER BILENA COSMETICS, INC.",0661,,TO DISPLAY AREA,7
103082,09-Feb-19,498792,0,402,44685,0000052395,22:44:18,MARCIAL,"EVER BILENA COSMETICS, INC.",0661,,WAREHOUSE DELIVERIES,1
102844,23-Jan-19,95534,0,2750,49500,0000001653,23:46:12,MARCIAL,EXAL'S RICE & POULTRY SUPPLY,0149,,TO DISPLAY AREA,7
103089,03-Mar-19,96069,0,1750,37500,0000001879,19:48:12,MARCIAL,EXAL'S RICE & POULTRY SUPPLY,0149,,TO DISPLAY AREA,7
103419,03-Apr-19,19699,0,1850,40950,0000000189,16:13:16,MARCIAL,EXAL'S RICE & POULTRY SUPPLY,0149,,TO DISPLAY AREA,7
103543,17-Apr-19,19711,0,1747.5,34647.5,0000000311,16:16:04,MARCIAL,EXAL'S RICE & POULTRY SUPPLY,0149,,TO DISPLAY AREA,7
102638,03-Jan-19,14749,0,446,24253.98,0000001457,23:06:03,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102653,05-Jan-19,19363,0,604,29956.94,0000001470,23:00:12,ANGELA C,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102716,08-Jan-19,19373,0,704,36325.79,0000001531,20:54:28,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102723,10-Jan-19,19389,0,624,31809.56,0000001538,15:52:30,ANGELA C,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102735,12-Jan-19,21072,0,813,40148.16,0000001549,18:08:41,ANGELA C,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102782,15-Jan-19,21084,0,792,38791.8,0000001595,22:02:45,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102783,15-Mar-19,23925,0,24,2181.6,0000001596,22:20:21,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102792,17-Jan-19,239444,0,533,26397.71,0000001603,21:29:21,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102793,19-Jan-19,20939,0,816,39617.55,0000052376,21:58:22,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,WAREHOUSE DELIVERIES,1
102806,22-Jan-19,26116,0,542,28728.37,0000001616,18:45:44,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102807,22-Jan-19,26148,0,96,3139.2,0000001617,18:59:07,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102836,24-Jan-19,28804,0,736,34863.6,0000001645,23:40:38,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102861,26-Jan-19,28818,0,797,39687.11,0000001670,19:22:31,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102871,29-Jan-19,28824,0,611,27845.04,0000001679,22:45:10,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102879,31-Jan-19,28839,0,574,28412.27,0000001686,16:53:12,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102940,02-Feb-19,28848,0,740,37328,0000001746,00:30:19,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102941,05-Feb-19,30840,0,631,31598.43,0000001747,00:42:01,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102942,05-Feb-19,30367,0,25,2283.75,0000001748,00:48:09,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102946,07-Feb-19,30383,0,494,25236.65,0000001752,17:20:32,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102954,09-Feb-19,30386,0,843,41699.34,0000001758,12:29:19,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102987,12-Feb-19,34153,0,595,29535.93,0000001790,23:12:15,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102988,14-Feb-19,34169,0,624,30012.08,0000001791,23:20:44,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103019,16-Feb-19,34191,0,894,44207.18,0000001813,00:26:57,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103026,21-Feb-19,36542,0,719,37075.03,0000001819,15:50:29,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103027,19-Feb-19,36519,0,683,32384.1,0000001820,15:59:21,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103029,23-Feb-19,38417,0,690,33412.85,0000001822,17:14:08,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103108,26-Feb-19,38432,0,663,32314.95,0000052398,22:47:27,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,WAREHOUSE DELIVERIES,1
103115,28-Feb-19,38446,0,607,28751.06,0000001902,21:21:36,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103129,02-Mar-19,42960,0,681,32202.49,0000001916,16:42:12,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103166,05-Mar-19,42973,0,687,33590.3,0000001953,00:03:16,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103167,07-Mar-19,42985,0,585,28384.84,0000001954,00:09:18,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103168,09-Mar-19,35597,0,140,8141,0000001955,00:18:04,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103169,09-Mar-19,43000,0,530,23448.57,0000001956,00:19:14,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103180,12-Mar-19,46729,0,581,25970.95,0000001967,21:01:52,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103181,12-Mar-19,46730,0,24,2172,0000001968,21:08:55,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103211,16-Mar-19,48530,0,793,36754.09,0000001998,21:13:48,ANGELA C,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103233,14-Mar-19,46750,0,570,27632.84,0000002020,15:26:15,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103246,19-Mar-19,48542,0,611,29976.71,0000000019,15:52:58,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103259,21-Mar-19,56353,0,540,24959.15,0000000032,19:23:52,ANGELA C,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103269,23-Mar-19,48853,0,781,39408.11,0000000040,19:04:15,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103302,26-Mar-19,49982,0,611,30039.53,0000000073,20:56:44,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103306,28-Mar-19,49998,0,602,29246.53,0000000077,20:14:05,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103394,30-Mar-19,48885,0,726,35362.32,0000000165,19:58:14,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103401,02-Apr-19,46242,0,987,50220.55,0000000172,17:39:40,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103452,04-Apr-19,54716,0,424,21654.49,0000000222,20:56:13,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103461,06-Apr-19,54723,0,438,18484.78,0000000231,19:47:38,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103466,09-Apr-19,54738,0,481,20465.94,0000000236,17:43:15,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103479,11-Apr-19,54745,0,397,21745.81,0000000249,17:12:55,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103480,11-Apr-19,54745,0,10,90.9,0000000250,23:26:03,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103500,13-Apr-19,54749,0,315,14700.74,0000000270,17:43:23,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103554,16-Apr-19,10706,0,698,35180.05,0000000322,16:57:46,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103555,18-Apr-19,10712,0,369,18278.08,0000000323,23:43:36,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103566,21-Apr-19,10717,0,198,10939.05,0000000334,20:33:05,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103576,23-Apr-19,10725,0,902,42153.92,0000000344,17:06:11,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103654,25-Apr-19,10732,0,381,18868.16,0000000421,16:50:18,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103679,27-Apr-19,10738,0,320,16169.9,0000000444,18:56:13,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
103683,30-Apr-19,11499,0,265,13896.74,0000000447,20:31:51,MARCIAL,"GARDENIA BAKERIES (PHILIPPINES), INC.",0214,,TO DISPLAY AREA,7
102718,09-Jan-19,91964,0,248,8636.21,0000001533,19:00:51,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102737,12-Jan-19,91988,0,282,9583.96,0000001551,19:37:03,ANGELA C,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102780,16-Jan-19,91996,0,183,6918.36,0000001593,21:40:32,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102791,19-Jan-19,93024,0,173,7844.25,0000001602,21:17:30,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102845,23-Jan-19,93044,0,185,6535.65,0000001654,23:50:14,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102859,26-Jan-19,93772,0,178,7224.15,0000001668,18:06:10,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102880,30-Jan-19,93792,0,259,9233.13,0000001687,17:13:55,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102925,02-Feb-19,94369,0,298,10315.18,0000001732,23:17:33,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102945,06-Feb-19,94387,0,287,9381.03,0000001751,17:03:13,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102948,09-Feb-19,94859,0,301,10434.18,0000001754,17:52:35,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102967,13-Feb-19,94878,0,245,8037.6,0000001770,00:51:16,MARIZ DC.,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103020,16-Feb-19,94900,0,251,8228.43,0000001814,00:36:46,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103021,20-Feb-19,95878,0,270,9124.33,0000001815,00:45:11,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103061,23-Feb-19,95451,0,250,8222.9,0000001854,00:14:59,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103106,27-Feb-19,95472,0,273,9065.25,0000001895,22:16:20,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103112,06-Mar-19,96064,0,266,8851.05,0000001899,20:29:06,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103130,02-Mar-19,95491,0,270,9049.1,0000001917,17:05:15,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103194,09-Mar-19,96086,0,267,8859.34,0000001981,15:03:22,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103207,13-Mar-19,97159,0,257,8518.7,0000001994,22:38:24,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103210,16-Mar-19,97181,0,251,8292.18,0000001997,21:08:34,ANGELA C,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103256,20-Mar-19,98557,0,261,8627.93,0000000029,15:49:46,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103267,22-Mar-19,98580,0,248,8259.03,0000000038,18:43:13,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103300,27-Mar-19,98598,0,228,7596.88,0000000071,20:42:05,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103392,30-Mar-19,99271,0,222,7243.06,0000000163,19:42:45,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103420,04-Apr-19,99296,0,185,6862.05,0000000190,16:16:59,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103454,06-Apr-19,99775,0,198,7370.35,0000000224,21:24:58,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103474,10-Apr-19,99794,0,208,7377.15,0000000244,20:00:29,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103498,13-Apr-19,1001145,0,190,6455.75,0000000268,17:17:42,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103539,17-Apr-19,100135,0,398,13821,0000000307,00:38:30,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103632,24-Apr-19,101564,0,168,6192.68,0000000399,16:35:47,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
103678,27-Apr-19,101586,0,221,7721.4,0000000443,18:37:22,MARCIAL,GOLDENRISE FOOD CORPORATION,0620,,TO DISPLAY AREA,7
102647,04-Jan-19,542410,0,119,12581.81,0000001465,23:32:55,MARCIAL,JANBY MARKETING CORPORATION,0378,,TO DISPLAY AREA,7
103049,07-Feb-19,67969,0,1025,32315,0000001842,19:35:42,MARCIAL,JUCOM TRADING CORP.,0450,,TO DISPLAY AREA,7
103052,14-Feb-19,193741,0,30,861,0000001845,21:56:57,MARCIAL,JUCOM TRADING CORP.,0450,,TO DISPLAY AREA,7
103408,28-Mar-19,83586,0,480,14054,0000000179,22:36:24,MARCIAL,JUCOM TRADING CORP.,0450,,TO DISPLAY AREA,7
102744,08-Jan-19,10746,0,27,2719,0000001558,00:30:26,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102745,08-Jan-19,10747,0,18,3136,0000001559,00:31:31,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102746,08-Jan-19,10748,0,26,2659,0000001560,00:32:43,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102747,08-Jan-19,10749,0,9,900,0000001561,00:33:40,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102748,08-Jan-19,10750,0,6,368.75,0000001562,00:34:23,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102749,08-Jan-19,10751,0,48,2951,0000001563,00:35:11,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102750,08-Jan-19,10752,0,11,1059,0000001564,00:36:44,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102751,08-Jan-19,10753,0,17,2122,0000001565,00:38:00,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102752,08-Jan-19,10754,0,15,2468.5,0000001566,00:38:51,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102753,08-Jan-19,10755,0,21,2451.5,0000001567,00:39:48,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102768,15-Jan-19,2176,0,76,3980,0000001581,19:06:11,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102769,15-Jan-19,10759,0,36,3618,0000001582,19:14:11,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102770,15-Jan-19,10760,0,13,1996,0000001583,19:16:39,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102771,15-Jan-19,10761,0,36,3028,0000001584,19:18:12,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102772,15-Jan-19,10762,0,16,1006,0000001585,19:23:41,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102773,15-Jan-19,10763,0,18,1127.5,0000001586,19:24:46,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102774,15-Jan-19,10764,0,49,3100.5,0000001587,19:28:39,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102775,15-Jan-19,10765,0,17,1958.25,0000001588,19:33:07,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102776,15-Jan-19,10766,0,19,2718.5,0000001589,19:57:18,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102777,15-Jan-19,10767,0,15,2275.5,0000001590,20:36:12,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102784,11-Jan-19,2173,0,59,3552,0000001597,20:18:17,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102816,22-Jan-19,10770,0,29,2922,0000001625,18:20:59,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102817,22-Jan-19,10771,0,20,2666,0000001626,18:22:29,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102818,22-Jan-19,10772,0,20,2485,0000001627,18:23:53,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102819,22-Jan-19,10773,0,24,1154,0000001628,18:25:26,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102820,22-Jan-19,10774,0,17,917,0000001629,20:03:25,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102821,22-Jan-19,10775,0,50,3307,0000001630,20:16:56,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102822,22-Jan-19,10776,0,14,1373.1,0000001631,20:22:12,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102823,22-Jan-19,10777,0,7,1415.5,0000001632,20:24:35,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102824,22-Jan-19,10778,0,4,430.5,0000001633,20:26:12,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102825,22-Jan-19,2177,0,54,3263.5,0000001634,20:27:04,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102905,29-Jan-19,10779,0,21,2086,0000001712,23:56:41,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102906,29-Jan-19,10780,0,22,2608,0000001713,23:57:47,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102907,29-Jan-19,10781,0,17,4733.5,0000001714,23:59:30,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102908,29-Jan-19,10782,0,15,759.25,0000001715,00:00:28,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102909,29-Jan-19,10783,0,29,1556,0000001716,00:01:37,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102910,29-Jan-19,10784,0,50,3314,0000001717,00:02:45,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102911,29-Jan-19,10785,0,10,887.4,0000001718,00:04:14,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102912,29-Jan-19,10786,0,14,1869,0000001719,00:05:03,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102913,29-Jan-19,10787,0,11,2008,0000001720,00:06:34,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102914,29-Jan-19,10788,0,6,582,0000001721,00:07:38,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102915,29-Jan-19,2178,0,47,3183.5,0000001722,00:08:01,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102916,29-Jan-19,2179,0,32,1590.5,0000001723,00:10:28,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102923,05-Feb-19,2052019,0,720,3693.6,0000001730,22:45:14,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102926,06-Feb-19,10791,0,26,2611.5,0000001733,16:49:18,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102927,06-Feb-19,10792,0,10,1313,0000001734,16:54:18,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102928,06-Feb-19,10793,0,34,3437,0000001735,17:08:10,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102929,06-Feb-19,10794,0,22,1057,0000001736,17:10:04,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102930,06-Feb-19,10795,0,23,1279.25,0000001737,17:13:47,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102931,06-Feb-19,10796,0,51,3391,0000001738,18:08:58,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102932,06-Feb-19,10797,0,17,1598,0000001739,18:16:19,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102933,06-Feb-19,10798,0,15,1701.75,0000001740,18:17:07,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102934,06-Feb-19,10799,0,16,2480,0000001741,18:22:38,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102935,06-Feb-19,2180,0,57,3647.5,0000001742,18:24:43,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102976,12-Feb-19,10802,0,23,2315,0000001779,21:17:45,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
102977,12-Feb-19,10803,0,16,1394,0000001780,21:19:47,MARCIAL,LARA'S GEN. MDSE.,0345,,TO DISPLAY AREA,7
